Title,Date,Volume,Issue,StartPage,EndPage,DOI
"Toward a Pragmatist Epistemology: Arthur O. Lovejoy’s and H. S. Jennings’s Biophilosophical Responses to Neovitalism, 1909–1914",2014,48,,37,66,10.1007/s10739-014-9388-x
American Geneticists and the Eugenics Movement: 1905-1935,1969,2,2,337,362,10.2307/4330522
Multum in Parvo: Gilbert White of Selborne,1969,2,2,363,389,10.2307/4330523
Some Aspects of English Physiology: 1780-1840,1969,2,2,283,320,10.2307/4330520
"The Universal Gestation of Nature: Chambers' ""Vestiges"" and ""Explanations""",1972,5,1,127,151,10.2307/4330571
Review: Razvitie Biologii v SSSR (Development of Biology in the USSR),1969,2,2,439,444,10.2307/4330526
Richard Bradley's Understanding of Biological Productivity: A Study of Eighteenth-Century Ecological Ideas,1969,2,2,391,410,10.2307/4330524
On Labels and Issues: The Lysenko Controversy and the Cold War,2012,45,3,373,388,10.2307/41653567
"The Cold War Context of the Golden Jubilee, Or, Why We Think of Mendel as the Father of Genetics",2012,45,3,389,414,10.2307/41653568
Defending Scientific Freedom and Democracy: The Genetics Society of America's Response to Lysenko,2012,45,3,415,442,10.2307/41653569
"Science and Philosophy in Aristotle's ""Generation of Animals""",1970,3,1,1,52,10.2307/4330529
Review: Suspect Identities: A History of Fingerprinting and Criminal Identification|Simon A. Cole,2002,35,1,204,206,10.2307/4331728
Review: Ausgewählte Briefe und Dokumente/Selected Letters and Documents|August Weismann;Frederick B. Churchill;Helmut Risler,2002,35,1,196,198,10.2307/4331723
Review: Die andere Seite des Spiegels. Konrad Lorenz und der Nationalsozialismus|Klaus Taschwer;Benedict Föger,2002,35,1,194,196,10.2307/4331722
Review: Changing Tracks: Predators and Policy in Mt. McKinley National Park|Timothy Rawson,2002,35,1,192,194,10.2307/4331721
"Review: Nature and the English Diaspora: Environment and History in the United States, Canada, Australia, and New Zealand|Thomas Dunlap",2002,35,1,190,192,10.2307/4331720
Review: Microbial Musings: A History of Microbiology|Debra Jan Bibel,2002,35,1,203,204,10.2307/4331727
Review: Sexual Chemistry: A History of the Contraceptive Pill|Lara V. Marks,2002,35,1,201,203,10.2307/4331726
Review: Operators and Promoters: The Story of Molecular Biology and Its Creators|Harrison Echols;Carol A. Gross,2002,35,1,200,201,10.2307/4331725
"Review: The Monk in the Garden: The Lost and Found Genius of Gregor Mendel, the Father of Genetics|Robin Marantz Henig",2002,35,1,198,200,10.2307/4331724
Myth and Method in Seventeenth-Century Biological Thought,1969,2,2,321,336,10.2307/4330521
W. K. Brooks's Role in the History of American Biology,1969,2,2,411,438,10.2307/4330525
"Mathematical Figments, Biological Facts: Population Ecology in the Thirties",1986,19,2,235,256,10.2307/4330975
Review: Concession to the Improbable: An Unconventional Autobiography|George Gaylord Simpson,1980,13,1,164,165,10.2307/4330758
Exploring the Borders of Environmental History and the History of Ecology,1997,30,2,291,302,10.2307/4331437
"Natural Selection before the Origin: Public Reactions of Some Naturalists to the Darwin-Wallace Papers (Thomas Boyd, Arthur Hussey, and Henry Baker Tristram)",1997,30,2,267,290,10.2307/4331436
Annie M. Alexander: Extraordinary Patron,1997,30,2,243,266,10.2307/4331435
Review: The Man Who Invented the Chromosome: A Life of Cyril Darlington|Oren S. Harman,2005,38,1,155,157,10.2307/4331926
Darwin's Methodological Evolution,2005,38,1,85,99,10.2307/4331921
"Elias Metschnikoff, Anton Dohrn, and the Metazoan Common Ancestor",1997,30,2,211,228,10.2307/4331432
The Darwinian Revolution as Viewed by a Philosophical Biologist,2005,38,1,123,136,10.2307/4331923
"Edward Blyth, Charles Darwin, and the Animal Trade in Nineteenth-Century India and Britain",1997,30,2,145,178,10.2307/4331430
Review: One Hundred and One Botanists|Duane Isely,1996,29,1,147,148,10.2307/4331381
Review: Naturalist|Edward O. Wilson,1996,29,1,145,147,10.2307/4331380
Review: Nature's Economy: A History of Ecological Ideas|Donald Worster,1996,29,1,150,151,10.2307/4331383
Review: Interpreting Nature: The Science of Living Form from Linnaeus to Kant|James L. Larson,1996,29,1,148,149,10.2307/4331382
Review: The Uses of Life: A History of Biotechnology|Robert Bud,1996,29,1,153,154,10.2307/4331385
Review: Jacob's Ladder. The History of the Human Genome|Henry Gee,2005,38,1,159,161,10.2307/4331928
Review: Cultures of Natural History|N. Jardine;J. A. Secord;E. C. Spary,1997,30,2,306,309,10.2307/4331439
"Review: Life's Splendid Drama: Evolutionary Biology and the Reconstruction of Life's Ancestry, 1860-1940|Peter J. Bowler",1997,30,2,303,306,10.2307/4331438
"Ecosystems, Ecologists, and the Atom: Environmental Research at Oak Ridge National Laboratory",1995,28,1,1,47,10.2307/4331334
Metagons in Killer Paramecia: Problems of Reproducibility and Alternative Hypotheses,1998,31,3,425,446,10.2307/4331496
"Review: The Development of Biological Systematics: Antoine-Laurent de Jussieu, Nature, and the Natural System|Peter F. Stevens",1997,30,2,309,311,10.2307/4331440
Review: Creative Couples in the Sciences|Helena M. Pycior;Nancy G. Slack;Pnina G. Abir-Am,1997,30,2,311,313,10.2307/4331441
Frank Macfarlane Burnet and the Immune Self,1994,27,3,531,573,10.2307/4331330
Debating Humoral Immunity and Epistemology: The Rivalry of the Immunochemists Jules Bordet and Paul Ehrlich,1997,30,3,321,356,10.2307/4331447
"Review: Studies in the History of Biology, Vol. 1|William Coleman;Camille Limoges",1978,11,1,,,10.2307/4330702
"Review: The Emergence of Agricultural Science: Justus Liebig and the Americans, 1840-1880|Margaret W. Rossiter",1978,11,1,218,219,10.2307/4330703
Review: The Pursuit of Nature: Informal Essays on the History of Physiology,1978,11,1,216,217,10.2307/4330700
Review: Fossils and Progress|Peter J. Bowler,1978,11,1,,,10.2307/4330701
Review: L'introduction du Darwinisme en France au XIXe siècle|Yvette Conry,1978,11,1,220,221,10.2307/4330706
"Review: Crystals, Fabrics, and Fields: Metaphors of Organicism in Twentieth-Century Developmental Biology|Donna Jeanne Haraway",1978,11,1,,,10.2307/4330704
"Review: Starfish, Jellyfish, and the Order of Life: Issues of Nineteenth-Century Science|Mary P. Winsor",1978,11,1,219,220,10.2307/4330705
Review: Dissection and Vivisection in the European Renaissance|Roger French,2001,34,1,219,221,10.2307/4331653
Review: Briefwechsel|Carl Vogt;Ernst Haeckel;Jacob Moleschott;Ludwig Büchner;Christoph Kockerbeck,2001,34,1,218,219,10.2307/4331652
Review: Hermaphrodites and the Medical Invention of Sex|Alice Domurat Dreger,2001,34,1,216,217,10.2307/4331651
Review: Die Geschichte der genetisch orientierten Hirnforschung von Cécile und Oskar Vogt in der Zeit von 1895 bis ca. 1927|Helga Satzinger,2001,34,1,214,216,10.2307/4331650
Review: The History of Science and Religion in the Western Tradition|Gary B. Ferngren,2001,34,1,225,226,10.2307/4331656
Review: Lifelines: Biology beyond Determinism|Stephen P. R. Rose,2001,34,1,223,224,10.2307/4331655
Review: Brush with Death: A Social History of Lead Poisoning|Christian Warren,2001,34,1,221,223,10.2307/4331654
Editors' Introduction,2001,34,2,227,228,10.2307/4331659
"Review: Bred for Perfection: Shorthorn Cattle, Collies, and Arabian Horses since 1800|Margaret E. Derry",2005,38,1,153,154,10.2307/4331925
Leeuwenhoek and the Campaign against Spontaneous Generation,1984,17,2,225,248,10.2307/4330892
Lyell's Theory of Climate,1977,10,2,317,339,10.2307/4330677
The Place of Man in the Development of Darwin's Theory of Transmutation. Part II,1977,10,2,155,227,10.2307/4330675
Review: The Secular Ark: Studies in the History of Biogeography|Janet Browne,1984,17,2,295,296,10.2307/4330896
"Darwin, Wallace, and the ""Descent of Man""",1984,17,2,271,289,10.2307/4330894
The Ferment of Van Helmont's Ideas,1984,17,2,291,294,10.2307/4330895
"Review: Gametes and Spores: Ideas about Sexual Reproduction, 1750-1914|John Farley",1984,17,2,,,10.2307/4330898
Review: Linnaeus: The Man and His Work|Tore Frängsmyr;Linnaeus,1984,17,2,298,299,10.2307/4330899
How Unknown Was Mendel's Paper?,1977,10,2,341,364,10.2307/4330678
Review: Thomas Hunt Morgan: Pioneer of Genetics|Ian Shine;Sylvia Wrobel,1977,10,2,,,10.2307/4330679
Lacepède's Syncretic Contribution to the Debates on Natural History in France Around 1800,2010,43,3,429,457,10.2307/40801946
Spontaneous Generation and Disease Causation: Anton de Bary's Experiments with Phytophthora infestans and Late Blight of Potato,2010,43,3,459,491,10.2307/40801947
The Romantic Programme and the Reception of Cell Theory in Britain,1984,17,1,13,48,10.2307/4330878
"Haüy and A.-P. Candolle: Crystallography, Botanical Systematics, and Comparative Morphology, 1780-1840",1984,17,1,49,82,10.2307/4330879
Suppressing Synonymy with a Homonym: The Emergence of the Nomenclatural Type Concept in Nineteenth Century Natural History,2015,49,,135,189,10.1007/s10739-015-9410-y
Review: How to Attract the Wombat|Will Cuppy How to Become Extinct|Will Cuppy,1983,16,3,447,448,10.2307/4330874
"Hilde Mangold, Co-Discoverer of the Organizer",1984,17,1,1,11,10.2307/4330877
Review: Memoir on Heat|Antoine Laurent Lavoisier;Pierre Simon Laplace;Henry Guerlac,1983,16,3,444,445,10.2307/4330870
Review: Charles Darwin: A Commemoration 1882-1982. Happy Is the Man That Findeth Wisdom|R. J. Berry,1983,16,3,445,446,10.2307/4330871
"""A Great Complication of Circumstances"" – Darwin and the Economy of Nature",2010,43,3,493,528,10.2307/40801948
Practice and Politics in Japanese Science: Hitoshi Kihara and the Formation of a Genetics Discipline,2010,43,3,529,570,10.2307/40801949
"Book Review: Martin J .S. Rudwick, Earth's Deep History: How it was Discovered and Why it Matters.",2015,48,,487,490,10.1007/s10739-015-9414-7
"Experiments, Causation, and the Uses of Vivisection in the First Half of the Seventeenth Century",2012,46,,227,254,10.1007/s10739-012-9319-7
"The Role of Microbes in Agriculture: Sergei Vinogradskii's Discovery and Investigation of Chemosynthesis, 1880-1910",2006,39,2,373,406,10.2307/4332018
Review: Before Darwin: Reconciling God and Nature|Keith Thomson,2006,39,2,407,410,10.2307/4332019
"Book Review: Nadia Abu El-Haj, The Genealogical Science; The search for Jewish Origins and the Politics of Epistemology",2013,46,,543,545,10.1007/s10739-013-9360-1
Editorial,2006,39,2,235,236,10.2307/4332012
Introduction to the Special Issue on Biology and Agriculture,2006,39,2,237,239,10.2307/4332013
"Mr. Blakeslee Builds His Dream House: Agricultural Institutions, Genetics, and Careers 1900-1915",2006,39,2,241,280,10.2307/4332014
"Mendelism, Plant Breeding and Experimental Cultures: Agriculture and the Development of Genetics in France",2006,39,2,281,308,10.2307/4332015
Scientific Theory and Agricultural Practice: Plant Breeding in Germany from the Late 19th to the Early 20th Century,2006,39,2,309,343,10.2307/4332016
"At Odds over Inbreeding: An Abandoned Attempt at Mexico/United States Collaboration to ""Improve"" Mexican Corn, 1940-1950",2006,39,2,345,372,10.2307/4332017
Introduction: Experimenting with Animals in the Early Modern Era,2012,46,,167,170,10.1007/s10739-012-9337-5
"Ullica Segerstrale, Nature’s Oracle. The Life and Work of W.D. Hamilton (Oxford: Oxford University Press, 2013), viii + 441 pp., illus., $25",2013,46,,757,759,10.1007/s10739-013-9368-6
The Heuristic of Form: Mitochondrial Morphology and the Explanation of Oxidative Phosphorylation,2015,49,,37,94,10.1007/s10739-015-9418-3
Review: Darwinism Comes to America|Ronald L. Numbers,1999,32,2,415,417,10.2307/4331538
"Review: On the Pill: A Social History of Oral Contraceptives, 1950-1970|Elizabeth Siegel Watkins",1999,32,2,417,419,10.2307/4331539
Review: Genentech: The Beginnings of Biotech|Sally Smith Hughes,2012,45,4,721,724,10.2307/41653595
Review: Field Notes on Science and Nature|Michael R. Canfield,2012,45,4,719,720,10.2307/41653594
A Sanctuary for Science: The Hastings Natural History Reservation and the Origins of the University of California's Natural Reserve System,2012,45,4,651,680,10.2307/41653591
Preservation for Science: The Ecological Society of America and the Campaign for Glacier Bay National Monument,2012,45,4,613,650,10.2307/41653590
Review: Creating Physical Biology: The Three-Man Paper and Early Molecular Biology|Phillip R. Sloan;Brandon Fogel,2012,45,4,717,718,10.2307/41653593
"Science, Salmon, and Sea Lice: Constructing Practice and Place in an Environmental Controversy",2012,45,4,681,716,10.2307/41653592
"Michurinist Biology in the People's Republic of China, 1948-1956",2012,45,3,525,556,10.2307/41653573
Lysenkoism in Poland,2012,45,3,499,524,10.2307/41653572
"The Italian Communist Party and the ""Lysenko Affair"" (1948-1955)",2012,45,3,469,498,10.2307/41653571
How Lysenkoism Became Pseudoscience: Dobzhansky to Velikovsky,2012,45,3,443,468,10.2307/41653570
Review: Rereading the Fossil Record: The Growth of Paleobiology as an Evolutionary Discipline|David Sepkoski,2012,45,3,575,578,10.2307/41653576
Review: Naked Genes: Reinventing the Human in the Molecular Age|Helga Nowotny;Giuseppe Testa;Mitch Cohen,2012,45,3,573,574,10.2307/41653575
"Is the Naturalistic Fallacy Dead (and If So, Ought It Be?)",2012,45,3,557,572,10.2307/41653574
"Review: Social Darwinism in European and American Thought, 1860-1945: Nature as Model and Nature as Threat|Mike Hawkins",1999,32,2,397,398,10.2307/4331531
Review: Germs: Biological Weapons and America's Secret War|Judith Miller;William Broad;Stephen Engelberg,2002,35,2,385,387,10.2307/4331738
Review: Dark Remedy: The Impact of Thalidomide and Its Revival as a Vital Medicine|Trent Stephens;Rock Brynner,2002,35,2,387,389,10.2307/4331739
On the Biological Significance of the Properties of Matter: L. J. Henderson's Theory of the Fitness of the Environment,1996,29,2,155,196,10.2307/4331388
"Alliances in Human Biology: The Harvard Committee on Industrial Physiology, 1929–1939",2015,48,,365,390,10.1007/s10739-014-9396-x
Co-Opting Colleagues: Appropriating Dobzhansky's 1936 Lectures at Columbia,2002,35,2,207,219,10.2307/4331732
Representation of the Microcosm: The Claim for Objectivity in 19th Century Scientific Microphotography,2002,35,2,221,250,10.2307/4331733
"Darwin and ""Cirripedia"" Prior to 1846: Exploring the Origins of the Barnacle Research",2002,35,2,251,289,10.2307/4331734
Review: Karl Pearson: The Scientific Life in a Statistical Age|Theodore M. Porter,2005,38,1,157,159,10.2307/4331927
Before There Were Standards: The Role of Test Animals in the Production of Empirical Generality in Physiology,2002,35,2,329,363,10.2307/4331736
Duty or Dream? Edwin G. Conklin's Critique of Eugenics and Support for American Individualism,2002,35,2,365,384,10.2307/4331737
"The Exclusion of Minor Malformations in the Study of Mutation in the Offspring of Survivors of Atomic Bombs: Methodological, Not Sociopolitical, Rationale",1997,30,2,239,242,10.2307/4331434
Wilhelm Roux: Visionary with a Blind Spot,1997,30,2,229,238,10.2307/4331433
Before Darwin: Transformist Concepts in European Natural History,2005,38,1,67,83,10.2307/4331920
Overcoming First Impressions: Georges Cuvier's Types,1997,30,2,179,209,10.2307/4331431
"Against ""Revolution"" and ""Evolution""",2005,38,1,101,121,10.2307/4331922
Review: Gene Action: A Historical Account|Werner Maas,2003,36,3,626,627,10.2307/4331846
Review: Autobiography of Dr. Karl Ernst von Baer|Karl Ernst von Baer;Jane M. Oppenheimer;H. Schneider,1987,20,3,427,428,10.2307/4331029
"Review: Chemical Consequences: Environmental Mutagens, Scientist Activism and the Rise of Genetic Toxicology|Scott Frickel",2005,38,1,161,163,10.2307/4331929
Review: The Major Transitions in Evolution|John Maynard Smith;Eors Szathmary,1996,29,1,151,152,10.2307/4331384
Review: Geoffroy Saint-Hilaire: A Visionary Naturalist|Hervé Le Guyader;Majorie Grene,2005,38,1,167,169,10.2307/4331932
Review: The Heretic in Darwin's Court: The Life of Alfred Russel Wallace|Ross A. Slotten,2005,38,1,169,172,10.2307/4331933
Review: Refiguring Life: Metaphors of Twentieth-Century Biology|Evelyn Fox Keller,1996,29,2,312,313,10.2307/4331394
Review: Milestones in Systematics|David M. Williams;Peter L. Forey,2005,38,1,165,167,10.2307/4331931
